file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
ems_prodShadow1_ita,0.0,1.0609977324263038,ems,-53.2960734817217,-60.601392110188804,2.4551064173922748,1.6744910460149605
blr_prodShadow1_taka2,0.0,0.834,blr,-52.33013107115964,-56.387145042419434,2.4283001013002043,13.526077338176442
ems_prodShadow1_paka2,0.0,1.029,ems,-57.051179459951456,-58.22372627258301,2.4118444788950772,10.708900745921424
lmw_prodShadow1_caca1,0.0,1.2478684807256235,lmw,-45.82526953125,-50.91918087005615,2.3890453408910584,13.18045006630786
lmw_prodShadow1_paka1,0.0,1.061,lmw,-47.64953843602594,-50.6082067489624,2.3890444094912437,13.1486992845524
lmw_prodShadow1_uta1,0.0,1.114,lmw,-49.4448902027027,-53.34402974446615,2.3890444094912437,15.208694455216294
lmw_prodShadow1_ada2,0.0,1.1677777777777778,lmw,-49.58612947382478,-51.04904556274414,2.2988445390732424,2.1768323567572025
lmw_prodShadow1_gota1,0.0,1.141,lmw,-51.46385862116228,-57.98009395599365,2.2988436076734278,4.465463058219761
lmw_prodShadow1_oba2,0.0,1.305,lmw,-50.45026985925573,-58.341817220052086,2.297237789483951,13.688267955367428
blr_prodShadow1_eda,0.0,0.805,blr,-53.782847463348766,-53.43159739176432,2.257131696069159,14.473880356417109
blr_prodShadow1_eda1,0.0,0.761655328798186,blr,-54.2131925884046,-51.428602854410805,2.257131696069159,13.639282674571765
blr_prodShadow1_bala,0.0,0.994,blr,-44.13161399147727,-44.24583625793457,2.2391858094331893,15.749293155910964
bco_prodShadow1_bala,0.0,0.5625850340136055,bco,-46.47111293247768,-44.03341293334961,2.2391854920891197,7.130987908036291
lmw_prodShadow1_baka,0.0,1.221,lmw,-44.86501024590164,-47.145936012268066,2.2391850840753156,14.133589002335036
jmt_prodShadow1_taka2,0.0,0.7795238095238095,jmt,-54.331217447916664,-56.14230155944824,2.237664755393191,12.908895605227173
lmw_prodShadow1_ada,0.0,1.0609977324263038,lmw,-45.2435463959316,-53.921793619791664,2.2327825311722114,13.680090297502126
jkw_prodShadow1_ita1,0.0,1.0476643990929706,jkw,-47.7443126860119,-51.86796951293945,2.2327815997723963,12.86459311636315
ems_prodShadow1_bala1,0.0,1.2326530612244897,ems,-49.46226737169715,-48.511168479919434,2.2327815997723963,12.542530559545764
lmw_prodShadow1_caca2,0.0,1.0476643990929706,lmw,-48.131329055059524,-52.248003005981445,2.2327815997723963,12.653026721242641
lmw_prodShadow1_epa,0.0,1.141,lmw,-46.75139202987938,-51.55714670817057,2.2327815997723963,12.244933291990087
lmw_prodShadow1_eda2,0.0,1.261,lmw,-44.76123821924603,-42.295464833577476,2.2327815997723963,15.602018572212195
